questionnaire_item_id,feature,question_text_primary,caregiver_question,psychologist_question,feature_label_human,feature_description,term_explanation,section_name,subsection_name,questionnaire_section_suggested,questionnaire_subsection_suggested,layer,domain,domains_final,module,criterion_ref,instrument_or_source,feature_type,feature_role,dataset_class,questionnaire_class,visible_question_yes_no,generated_input_yes_no,show_in_questionnaire_yes_no,is_direct_input,is_transparent_derived,derivable_if_not_shown_yes_no,requires_internal_scoring,requires_exact_item_wording,requires_clinician_administration,requires_child_self_report,who_answers,respondent_expected,administered_by,response_type,scale_id,scale_name,response_options_json,min_value,max_value,unit,scale_guidance,include_caregiver_1_3,include_caregiver_2_3,include_caregiver_full,include_psychologist_1_3,include_psychologist_2_3,include_psychologist_full,modes_applicable,caregiver_rank,psychologist_rank,caregiver_priority_bucket,psychologist_priority_bucket,derived_from_features,internal_scoring_formula_summary,selection_rationale,help_text,notes,canonical_question_id,reuse_answer_from_question_id,question_audit_status
Q113,mdd_02_loss_of_interest_or_pleasure,¿Ha perdido interés o disfrute en actividades que antes le gustaban?,¿Ha perdido interés o disfrute en actividades que antes le gustaban?,¿Ha perdido interés o disfrute en actividades que antes le gustaban?,Mdd 02 loss of interest or pleasure,Input for major_depressive_episode - Mdd 02 loss of interest or pleasure,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|anxiety|depression,major_depressive_episode,MDD_A2,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",41.0,41.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Observe juego, actividades, salidas o intereses habituales.",,,,audited_v16_4
Q114,mdd_03_weight_or_appetite_change,¿Ha habido un cambio importante de apetito o peso?,¿Ha habido un cambio importante de apetito o peso?,¿Ha habido un cambio importante de apetito o peso?,Mdd 03 weight or appetite change,Input for major_depressive_episode - Mdd 03 weight or appetite change,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|elimination|anxiety|depression,major_depressive_episode,MDD_A3,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",42.0,42.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Incluya aumento o disminución relevantes.,,,,audited_v16_4
Q116,mdd_05_psychomotor_change,¿Se nota mucho más lento o mucho más inquieto de lo habitual?,¿Se nota mucho más lento o mucho más inquieto de lo habitual?,¿Se nota mucho más lento o mucho más inquieto de lo habitual?,Mdd 05 psychomotor change,Input for major_depressive_episode - Mdd 05 psychomotor change,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,major_depressive_episode,MDD_A5,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",44.0,44.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Solo si el cambio es observable por otras personas.,,,,audited_v16_4
Q117,mdd_06_fatigue_or_low_energy,¿Se muestra cansado o con muy poca energía?,¿Se muestra cansado o con muy poca energía?,¿Se muestra cansado o con muy poca energía?,Mdd 06 fatigue or low energy,Input for major_depressive_episode - Mdd 06 fatigue or low energy,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,major_depressive_episode,MDD_A6,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",45.0,45.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Observe si esto es persistente y no solo ocasional.,,,,audited_v16_4
Q118,mdd_07_worthlessness_or_excessive_guilt,¿Expresa sentirse inútil o tener culpa excesiva?,¿Expresa sentirse inútil o tener culpa excesiva?,¿Expresa sentirse inútil o tener culpa excesiva?,Mdd 07 worthlessness or excessive guilt,Input for major_depressive_episode - Mdd 07 worthlessness or excessive guilt,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|elimination|anxiety|depression,major_depressive_episode,MDD_A7,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",46.0,46.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Observe desvalorización marcada o culpa exagerada.,,,,audited_v16_4
Q119,mdd_08_concentration_or_decision_difficulty,¿Tiene mucha dificultad para concentrarse o decidir?,¿Tiene mucha dificultad para concentrarse o decidir?,¿Tiene mucha dificultad para concentrarse o decidir?,Mdd 08 concentration or decision difficulty,Input for major_depressive_episode - Mdd 08 concentration or decision difficulty,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|anxiety|depression,major_depressive_episode,MDD_A8,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",47.0,47.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Observe si esto afecta tareas o actividades.,,,,audited_v16_4
Q120,mdd_09_death_or_suicidal_thoughts,"¿Ha expresado ideas frecuentes sobre muerte, querer desaparecer o hacerse daño?","¿Ha expresado ideas frecuentes sobre muerte, querer desaparecer o hacerse daño?","¿Ha expresado ideas frecuentes sobre muerte, querer desaparecer o hacerse daño?",Mdd 09 death or suicidal thoughts,Input for major_depressive_episode - Mdd 09 death or suicidal thoughts,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|elimination|anxiety|depression,major_depressive_episode,MDD_A9,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",48.0,48.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Ítem sensible; responder con máximo cuidado y activar protocolos si aplica.,,,,audited_v16_4
Q121,mdd_duration_weeks,"¿Desde hace cuántas semanas viene presentando este estado de ánimo triste, decaído o irritable?","¿Desde hace cuántas semanas viene presentando este estado de ánimo triste, decaído o irritable?","¿Desde hace cuántas semanas viene presentando este estado de ánimo triste, decaído o irritable?",Mdd duration weeks,Input for major_depressive_episode - Mdd duration weeks,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,major_depressive_episode,MDD_A,dsm5,duration_item,duration_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,integer,INTEGER_WEEKS,Número de semanas,,0.0,520.0,semanas,Ingrese un número entero de semanas.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",92.0,92.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Cuente el tiempo desde que este cambio de ánimo comenzó a verse de forma clara y persistente.,,,,audited_v16_4
Q122,mdd_impairment,¿Cuánto afecta este problema del estado de ánimo la vida diaria?,¿Cuánto afecta este problema del estado de ánimo la vida diaria?,¿Cuánto afecta este problema del estado de ánimo la vida diaria?,Mdd impairment,Input for major_depressive_episode - Mdd impairment,"Se pregunta por un periodo de tristeza o irritabilidad, pérdida de interés y cambios relevantes que afectan la vida diaria.","5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,"5. Estado de ánimo, tristeza e irritabilidad",Cambios intensos de ánimo y energía,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,major_depressive_episode,MDD_B,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",80.0,80.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Impacto funcional.,,,,audited_v16_4
Q126,dmdd_context_home,¿Los estallidos o la irritabilidad intensa aparecen en casa?,¿Los estallidos o la irritabilidad intensa aparecen en casa?,¿Los estallidos o la irritabilidad intensa aparecen en casa?,Dmdd context home,Input for dmdd - Dmdd context home,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|depression,dmdd,DMDD_F,dsm5,context_flag,context_flag,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",134.0,153.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa criteria_support; respondible por ambos roles,Contexto hogar.,,,,audited_v16_4
Q127,dmdd_context_peers,¿Los estallidos o la irritabilidad intensa aparecen con otras personas de su edad o con amistades?,¿Los estallidos o la irritabilidad intensa aparecen con otras personas de su edad o con amistades?,¿Los estallidos o la irritabilidad intensa aparecen con otras personas de su edad o con amistades?,Dmdd context peers,Input for dmdd - Dmdd context peers,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|depression,dmdd,DMDD_F,dsm5,context_flag,context_flag,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",135.0,154.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa criteria_support; respondible por ambos roles,"Piense en compañeros, amistades, primos u otras personas de edad similar con quienes convive o interactúa.",,,,audited_v16_4
Q128,dmdd_context_school,¿Los estallidos o la irritabilidad intensa aparecen en el colegio?,¿Los estallidos o la irritabilidad intensa aparecen en el colegio?,¿Los estallidos o la irritabilidad intensa aparecen en el colegio?,Dmdd context school,Input for dmdd - Dmdd context school,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|depression,dmdd,DMDD_F,dsm5,context_flag,context_flag,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",136.0,155.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa criteria_support; respondible por ambos roles,Contexto escolar.,,,,audited_v16_4
Q129,dmdd_developmentally_inappropriate,"Según su juicio clínico, ¿los estallidos son desproporcionados para la edad o el nivel de desarrollo?","Según su juicio clínico, ¿los estallidos son desproporcionados para la edad o el nivel de desarrollo?","Según su juicio clínico, ¿los estallidos son desproporcionados para la edad o el nivel de desarrollo?",Dmdd developmentally inappropriate,Input for dmdd - Dmdd developmentally inappropriate,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|depression,dmdd,DMDD_B,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,173.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa clinician_gate; solo psicólogo,Solo psicólogo.,,,,audited_v16_4
Q130,dmdd_duration_months,¿Cuántos meses lleva presente este patrón de irritabilidad y estallidos?,¿Cuántos meses lleva presente este patrón de irritabilidad y estallidos?,¿Cuántos meses lleva presente este patrón de irritabilidad y estallidos?,Dmdd duration months,Input for dmdd - Dmdd duration months,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|conduct|elimination|depression,dmdd,DMDD_E,dsm5,duration_item,duration_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,integer,INTEGER_MONTHS,Número de meses,,0.0,240.0,meses,Ingrese un número entero de meses.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",87.0,87.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Duración del problema en meses.,,,,audited_v16_4
Q131,dmdd_irritable_between_outbursts,¿Entre estallidos se mantiene irritable o de mal genio la mayor parte del tiempo?,¿Entre estallidos se mantiene irritable o de mal genio la mayor parte del tiempo?,¿Entre estallidos se mantiene irritable o de mal genio la mayor parte del tiempo?,Dmdd irritable between outbursts,Input for dmdd - Dmdd irritable between outbursts,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,dmdd,DMDD_D,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",34.0,34.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Observe si la irritabilidad es persistente, no solo durante crisis.",,,,audited_v16_4
Q132,dmdd_no_mania_hypomania,"Según su juicio clínico, ¿no hay episodios de manía o hipomanía que expliquen mejor el cuadro?","Según su juicio clínico, ¿no hay episodios de manía o hipomanía que expliquen mejor el cuadro?","Según su juicio clínico, ¿no hay episodios de manía o hipomanía que expliquen mejor el cuadro?",Dmdd no mania hypomania,Input for dmdd - Dmdd no mania hypomania,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|depression,dmdd,DMDD_I,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,127.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,Solo psicólogo.,,,,audited_v16_4
Q133,dmdd_no_substance_medical,"Según su juicio clínico, ¿este cuadro no se explica por una sustancia o un problema médico?","Según su juicio clínico, ¿este cuadro no se explica por una sustancia o un problema médico?","Según su juicio clínico, ¿este cuadro no se explica por una sustancia o un problema médico?",Dmdd no substance medical,Input for dmdd - Dmdd no substance medical,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|depression,dmdd,DMDD_K,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,128.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,Solo psicólogo.,,,,audited_v16_4
Q134,dmdd_not_better_explained,"Según su juicio clínico, ¿este cuadro no se explica mejor por otro trastorno?","Según su juicio clínico, ¿este cuadro no se explica mejor por otro trastorno?","Según su juicio clínico, ¿este cuadro no se explica mejor por otro trastorno?",Dmdd not better explained,Input for dmdd - Dmdd not better explained,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|depression,dmdd,DMDD_J,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,129.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,Solo psicólogo.,,,,audited_v16_4
Q135,dmdd_onset_before_10,¿Este patrón empezó antes de los 10 años?,¿Este patrón empezó antes de los 10 años?,¿Este patrón empezó antes de los 10 años?,Dmdd onset before 10,Input for dmdd - Dmdd onset before 10,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|depression,dmdd,DMDD_H,dsm5,history_flag,history_flag,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",88.0,88.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Inicio del problema.,,,,audited_v16_4
Q136,dmdd_outbursts_frequency_per_week,"¿Cuántos estallidos graves ocurren, en promedio, por semana?","¿Cuántos estallidos graves ocurren, en promedio, por semana?","¿Cuántos estallidos graves ocurren, en promedio, por semana?",Dmdd outbursts frequency per week,Input for dmdd - Dmdd outbursts frequency per week,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,dmdd,DMDD_C,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,decimal,DECIMAL_PER_WEEK,Frecuencia por semana,,0.0,50.0,veces por semana,Ingrese el número aproximado de veces por semana.,yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",35.0,35.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Frecuencia semanal de estallidos.,,,,audited_v16_4
